ZipCode,MEAN_Total_Time,COUNT_Total_Time,STD_Total_Time
23878,79.74481474,5,2.401951676
23881,78.34937186,5,3.125242408
23882,68.93027748,5,23.84941193
23883,65.15314021,5,3.918387325
23885,56.01591664,5,25.86464146
23887,109.7642525,5,5.558979131
23888,69.15420663,5,1.4723946
23890,63.76495466,5,7.7202455
23893,104.6116067,5,9.512568584
23894,71.30576453,5,25.86464146
23898,54.39625069,5,1.657780513
23901,89.33725627,5,8.468389912
23917,111.3642706,5,4.309769062
23919,99.18242549,5,4.102534329
23920,93.26376894,5,12.74819462
23921,92.16467065,5,21.95451802
23922,79.5379495,5,8.673760156
23923,117.1988563,5,21.12373999
23924,118.5961647,5,3.749375699
23927,100.6402481,5,18.365132
23930,84.50596814,5,10.13282427
23936,81.13215395,5,9.076289436
23937,116.4988381,5,11.97481078
23942,90.85646418,5,2.640597275
23944,99.52075399,5,8.806978966
23947,109.4713657,5,3.264965972
23950,89.87026634,5,3.183266933
23954,96.66728,5,2.085816517
23958,102.6024171,5,28.34428883
23959,117.7800268,5,28.72263485
23960,92.91306311,5,20.24651869
23962,125.4756077,5,16.14681455
23964,119.1755634,5,8.730033669
23966,80.15492002,5,2.547336426
23967,122.8704822,5,8.290100885
23968,118.5563411,5,8.315481339
23970,90.97324858,5,2.971373122
23974,108.545446,5,10.13224936
24011,60.46313962,5,55.69854878
24012,61.40218986,5,51.83538055
24013,61.335662,5,55.63120461
24014,65.76250273,5,56.42558358
24015,64.28306164,5,55.74623959
24016,61.37856891,5,55.63921794
24017,63.6750998,5,51.93275573
24018,69.61434051,5,55.37628628
24019,62.28496876,5,48.4453256
24020,62.4049026,5,45.8949949
24053,123.4014391,5,4.25348389
24054,111.0500246,5,18.72661444
24055,119.8963085,5,39.27888279
24059,88.48657428,5,55.87684089
24060,101.1125433,5,47.32691151
24064,71.98549255,5,46.51992473
24065,78.23782678,5,55.64487793
24066,65.2638352,5,27.82419494
24067,105.0841524,5,55.64716485
24069,119.8837456,5,12.93178949
24070,98.21419632,5,47.32691151
24072,108.0969266,5,55.87763962
24073,92.29026428,5,47.32691151
24078,108.3845277,5,38.02087002
24079,105.2543423,5,55.87758387
24082,129.8279794,5,28.1549543
24083,67.14159336,5,40.89659323
24084,106.9333795,5,45.65767453
24085,81.62788798,5,30.5962753
24087,79.7165259,5,47.32691151
24088,113.4891411,5,55.64722271
24089,115.3114524,5,36.59034543
24090,76.74659629,5,37.36613888
24091,114.6781397,5,49.90336282
24092,95.90637809,5,54.88456248
24095,83.450599,5,52.40639675
24101,88.9436,5,52.95534869
24102,110.946222,5,51.07297307
24104,91.95601574,5,32.53591653
24105,120.2927306,5,38.83029704
24112,109.5750863,5,31.43974508
24120,135.6957461,5,29.48246134
24121,86.54277975,5,46.86231067
24122,69.21982521,5,38.92375979
24124,112.5615943,5,28.9106739
24127,107.7211559,5,47.32691151
24128,117.6094149,5,40.24769048
24132,121.2180954,5,41.79426873
24133,135.7072244,5,24.40062805
24134,117.2053693,5,31.06039287
24136,112.8138614,5,35.82465755
24137,105.6628354,5,46.61935087
24138,107.395654,5,47.32691151
24141,102.4216138,5,47.32691151
24147,120.1245695,5,29.46424076
24148,105.2333114,5,21.63611769
24149,96.50647096,5,47.32691151
24150,152.3356871,5,36.40050352
24151,97.12675072,5,55.6471339
24153,67.64103206,5,48.57472571
24161,101.8902594,5,37.1772066
24162,89.09679583,5,47.32691151
24165,119.7053485,5,19.24190292
24171,128.3833644,5,25.29392677
24174,78.43669277,5,43.20680481
24175,63.43997824,5,39.57709719
24176,102.4454774,5,47.91956669
24179,63.76295569,5,52.73292078
24184,92.4727036,5,55.76879161
24185,137.4248219,5,49.22853143
24201,171.7493128,5,29.34179845
24202,174.2916517,5,29.34179845
24210,163.8999856,5,29.34179845
24211,164.5344599,5,29.34179845
24216,236.4843006,5,11.42788998
24219,224.4557646,5,12.90412359
24220,217.8296366,5,12.06166
24221,231.1167117,5,12.20614068
24224,197.6103016,5,29.27597085
24225,201.9386044,5,26.66417942
24228,227.5236466,5,5.454065256
24230,218.1894784,5,27.04028884
24236,168.3805372,5,29.34179845
24237,233.7952466,5,20.50138752
24243,226.2478485,5,15.70626958
24244,216.9860036,5,17.48150846
24245,221.1119927,5,28.29425198
24248,208.45536,5,41.00570996
24250,222.0117902,5,22.81272645
24251,204.4054812,5,22.81268983
24256,225.8215965,5,6.426862043
24258,203.4205252,5,25.50322341
24260,190.2986575,5,26.94674387
24263,220.7189264,5,22.67174029
24265,245.5868035,5,14.92623376
24266,183.4818161,5,26.41277373
24270,197.2028519,5,29.34179845
24271,208.5224779,5,25.75311925
24272,232.1385205,5,28.70119932
24273,215.1643498,5,14.63013468
24277,222.6865332,5,15.10904045
24279,209.6103011,5,4.928717352
24281,224.540635,5,34.81573075
24282,233.5208455,5,19.96945891
24283,207.9616632,5,29.27587301
24292,170.2448829,5,9.826750771
24293,217.5901166,5,12.38477205
24301,110.1489263,5,42.13989967
24311,133.8548707,5,29.34140089
24312,111.286551,5,29.31893435
24314,126.5839232,5,26.96508674
24315,128.2802035,5,26.43465917
24317,111.7869769,5,8.148457284
24318,126.6378141,5,26.4191951
24319,149.7671157,5,29.34179845
24322,131.1751996,5,28.2095101
24323,126.608182,5,29.57671887
24324,106.7109258,5,42.51950469
24325,119.9582545,5,28.64821775
24326,156.0055182,5,18.70436329
24328,108.1787714,5,13.52305157
24330,139.4606492,5,25.27457569
24333,120.320025,5,15.86779857
24340,147.3266303,5,29.34179845
24343,110.4422428,5,19.73497056
24347,128.1396004,5,43.87034769
24348,131.0396971,5,13.04743953
24350,125.7985033,5,31.57809095
24352,129.455376,5,16.91657839
24354,136.7380614,5,29.34140079
24360,107.7010303,5,35.00290479
24361,156.3511576,5,29.34179845
24363,151.5792688,5,10.12356833
24368,130.2129443,5,29.34184989
24370,158.2852519,5,29.34179845
24375,145.2327814,5,29.34140079
24380,125.1620769,5,42.17060502
24381,118.9504744,5,19.53078247
24382,108.7500747,5,29.34257574
24401,58.0732887,5,28.14671043
24416,61.0105883,5,6.704997814
24421,72.02517489,5,30.31832594
24422,78.22730193,5,12.46827651
24426,97.89209753,5,12.41604385
24430,91.64508868,5,17.57527288
24431,65.99961123,5,33.59849179
24435,57.59476557,5,8.135952152
24437,63.44117905,5,33.03833018
24440,56.75886181,5,19.7202062
24441,69.95272821,5,36.53866516
24445,105.8778894,5,12.88641017
24450,62.11829658,5,4.867286429
24458,106.0330355,5,28.84703821
24459,79.64932055,5,11.23679952
24460,111.8171293,5,10.99385755
24465,117.177915,5,28.84703821
24467,69.81437679,5,35.0051822
24471,73.20273496,5,36.37506776
24472,61.04352524,5,11.44715282
24477,60.57889493,5,26.39114365
24479,90.79037751,5,26.89697399
24482,57.78648384,5,30.86329861
24483,84.14178736,5,6.599064063
24484,137.2610023,5,13.590136
24485,91.07610676,5,28.84712972
24486,65.18959069,5,35.17391032
24487,133.6013189,5,4.670632743
24501,62.45495366,5,31.21585093
24502,64.8067876,5,30.49897432
24503,71.24199762,5,32.09818074
24504,62.98614168,5,30.33905078
24517,81.33312679,5,29.30436753
24520,117.4648525,5,22.88518095
24521,64.9597256,5,29.45832203
24522,86.21924954,5,28.72234913
24523,67.26944415,5,36.7879236
24527,116.3333977,5,25.99427023
24528,105.0323684,5,29.05348714
24529,106.1298365,5,14.30454642
24530,124.6169632,5,25.31389849
24531,117.5045453,5,28.64250334
24534,127.8972005,5,19.51947933
24538,74.44697625,5,28.72244413
24540,112.7757847,5,21.02036513
24541,109.0123986,5,14.58035597
24549,126.787467,5,24.67659849
24550,78.64385033,5,28.84645275
24551,74.04376526,5,30.7174983
24553,101.9292606,5,29.42544206
24554,82.89118501,5,29.01365138
24555,63.42326154,5,17.86651199
24556,85.33586365,5,30.25448725
24557,96.03125172,5,29.06787459
24558,117.5946335,5,23.74555778
24563,95.12526287,5,29.09131226
24565,127.3749845,5,28.30669354
24566,127.6279592,5,24.6429931
24569,108.7007896,5,29.05348714
24571,86.56607724,5,28.42829624
24572,68.59596069,5,29.93461475
24574,83.09748474,5,30.03670875
24577,110.4545049,5,29.05348714
24578,56.47988083,5,13.01171278
24579,69.8573314,5,16.76790903
24580,112.9808264,5,15.11258388
24586,119.4509909,5,19.30706432
24588,76.67258757,5,29.37118958
24589,117.4573979,5,16.08199314
24590,76.37246539,5,28.29315124
24592,114.0785758,5,23.14077137
24593,84.07221975,5,28.72234913
24594,133.8251404,5,20.78130899
24597,131.5675831,5,25.66621757
24598,121.9883828,5,17.58261163
24599,79.99037852,5,26.00895581
24602,183.9755655,5,30.07082054
24603,213.8211056,5,9.209528363
24605,137.2853867,5,30.27896226
24609,171.277819,5,30.27921696
24613,138.8052456,5,30.27896226
24614,209.7652321,5,11.49914271
24620,222.0686386,5,27.92334786
24628,222.3093062,5,7.12112215
24630,147.299763,5,30.07088435
24631,212.4517273,5,26.40199515
24634,215.8676431,5,30.76097201
24637,165.0054603,5,30.07082054
24639,184.453044,5,30.27921696
24641,174.7256921,5,30.07082054
24649,185.6086231,5,30.27921696
24651,153.766063,5,30.07088435
24656,220.3129954,5,18.90193952
24657,199.1535489,5,30.27921696
20118,46.51465369,5,7.572500953
20139,63.29108892,5,5.517624308
20144,55.10580265,5,5.526628026
20197,49.05302584,5,8.197416955
22125,18.31019122,5,9.797064205
22185,17.32682774,5,6.583954408
22214,13.13547563,5,2.345204433
22432,114.928601,5,2.997012775
22433,88.00151491,5,5.476877541
22476,88.12077766,5,1.914417262
22504,89.38562338,5,2.091594927
22509,81.39865876,5,1.91433937
22530,130.6089418,5,2.708143763
22535,70.55038499,5,1.914439846
22542,77.20626011,5,7.84136166
22548,118.9140876,5,13.42540496
22579,121.4609654,5,2.997223861
22623,73.02299752,5,3.908846009
22627,79.90141156,5,3.973257442
22641,77.88061265,5,11.66241055
22646,66.92818693,5,6.457112088
22660,71.20051004,5,15.46498941
22711,80.30124667,5,27.20767207
22716,83.19671408,5,4.134109852
22718,76.70995034,5,4.336045649
22719,83.65831879,5,19.38350533
22722,78.40763087,5,21.45911221
22723,64.56477948,5,29.28760945
22724,71.26380807,5,5.526628026
22729,80.78829244,5,8.665015641
22730,73.60468061,5,20.25293579
22731,66.38402671,5,26.62116734
22732,70.01271548,5,20.38978118
22736,82.6235661,5,6.620974705
22738,64.42777904,5,21.99330591
22741,75.81939559,5,2.126289841
22749,79.15359677,5,7.997571023
22820,126.235946,5,36.78685252
22845,100.9004369,5,27.60842741
22846,75.04077892,5,43.39192583
22850,86.23651948,5,43.4209796
22922,62.52535076,5,27.95603473
22931,50.49147109,5,26.68570841
22935,71.76400834,5,30.76207289
22938,56.85254626,5,24.87549787
22943,48.55335455,5,29.14574709
22948,76.50036604,5,15.95374004
22972,59.48314725,5,19.66285962
22989,72.05412138,5,16.20590727
23021,89.47795495,5,9.133327786
23023,73.08966392,5,23.02853476
23025,86.21029457,5,9.133327786
23032,79.33590362,5,1.964055452
23039,35.39391286,5,11.29792915
23045,98.29908827,5,9.133327786
23050,77.66891162,5,9.133557259
23056,85.37119254,5,9.133327786
23066,97.47351053,5,9.133557259
23068,90.2939811,5,9.133557259
23069,43.46516595,5,22.51930943
23084,44.15144769,5,7.082393839
23085,82.73286849,5,4.010844006
23091,73.88035873,5,2.900683981
23092,78.99345246,5,2.878510956
23108,82.95123561,5,2.900683981
23115,76.39556548,5,23.02853476
23125,111.8379824,5,9.133327786
23126,76.08442115,5,14.24047369
23130,102.8257862,5,9.133327786
23153,39.80587607,5,4.964499556
23160,56.31184873,5,5.68525362
23163,106.5961881,5,9.133327786
23176,94.63172976,5,7.869897174
23177,71.81989111,5,16.67143909
23187,47.1543188,5,9.133472997
23250,45.10798045,5,20.26181683
23302,139.7411052,5,3.298003969
23304,36.57528271,5,4.514698823
23306,103.6567496,5,3.298003969
23307,83.2221515,5,2.88327308
23313,62.39461663,5,2.88327308
23316,68.485538,5,2.88327308
23337,146.3367545,5,3.298003969
23354,93.39949644,5,2.883042666
23356,166.9862862,5,3.298003969
23358,124.9391944,5,3.298003969
23389,120.1775913,5,3.298003969
23398,108.3469071,5,3.298003969
23401,104.6255151,5,3.298003969
23407,132.3204913,5,3.298003969
23408,88.36148901,5,2.883042666
23409,142.8980758,5,3.298003969
23413,85.89518437,5,2.883042666
23416,139.8508493,5,3.298003969
23422,111.956435,5,3.298003969
23427,161.4589304,5,3.298003969
23441,113.9493671,5,3.298003969
23442,139.2822882,5,3.298003969
23459,35.63433108,5,2.97474098
23460,29.33186838,5,7.516512694
23461,34.99399879,5,7.377196311
23486,94.9673292,5,3.298003969
23488,151.345575,5,3.298003969
23511,18.44788032,5,6.618966853
23551,16.9148893,5,5.329141543
23651,21.9822296,5,4.874999487
23691,42.48941688,5,9.133472997
23709,12.84546313,5,5.941036321
23806,45.82536705,5,25.86464146
23827,99.34833525,5,2.401951676
23857,108.1314029,5,6.495318479
23879,87.74958367,5,11.96097793
23884,68.9160281,5,18.35681167
23889,75.01644604,5,25.21097554
23897,80.96875372,5,15.36164522
23899,78.0913754,5,2.459008153
23909,86.36381437,5,8.876411287
23915,108.2730915,5,2.319616705
23934,116.613098,5,27.28707002
23938,89.22553124,5,14.25566734
23943,92.64535329,5,8.579227661
23952,118.7926469,5,5.801082554
23963,109.6378055,5,28.52647561
23976,117.4309584,5,4.97164126
24058,116.6550578,5,46.38954494
24076,125.9665229,5,4.466671034
24077,61.53971167,5,41.66108339
24086,117.0421562,5,36.7859114
24093,122.5899605,5,30.86853897
24130,102.2899951,5,35.85867273
24131,120.8820117,5,39.4931895
24139,106.7220099,5,31.89616874
24167,119.0570212,5,32.39975593
24168,109.7641494,5,40.05886025
24217,219.1275734,5,19.58310177
24226,232.2998701,5,11.68142647
24239,215.0050543,5,19.23262322
24246,224.1994943,5,13.44700647
24269,228.224219,5,19.16512396
24280,175.4376911,5,26.89825219
24290,197.670702,5,22.59413106
24313,113.588497,5,38.17545058
24316,166.6709222,5,27.45926339
24351,106.0018451,5,5.597228283
24366,111.2062622,5,29.59094989
24374,127.1979341,5,27.780549
24377,161.2163452,5,26.43006684
24378,156.455704,5,22.26860302
24411,84.50712377,5,25.54447497
24412,131.2851019,5,13.590136
24413,145.48354,5,33.34199554
24415,66.51283498,5,8.893315825
24432,114.7815825,5,22.41834728
24433,122.0505195,5,28.84703821
24439,89.29861855,5,3.934045903
24442,98.79068086,5,28.84703821
24448,78.29833463,5,16.09896784
24457,93.95597534,5,12.81312162
24464,79.04418363,5,9.217639663
24473,76.80272124,5,3.442993244
24474,82.55782169,5,12.66807661
24476,63.63563232,5,11.45994789
24526,74.02748497,5,27.67264655
24536,74.55893963,5,30.45263546
24539,123.6606865,5,25.00816796
24562,92.1132047,5,26.69789792
24570,70.26131755,5,34.02247892
24581,81.09270732,5,27.24534444
24595,66.16999871,5,29.5470265
24601,183.1456123,5,30.27921696
24604,170.6260545,5,30.07082054
24606,152.0907009,5,30.72079284
24607,213.1790167,5,12.93189076
24612,177.0293466,5,30.07082054
24622,197.6933399,5,30.27921696
24635,141.5198316,5,30.72041127
24646,206.3660971,5,27.70520539
23440,,,
